Date,TSLA_Adj_Close,Net_Worth_Billions,Ownership_Percentage,TSLA_TSO_Millions,Musk_Shares_Millions,TSLA_Wealth_Billions,Other_Wealth_Billions,TSLA_Multiplier,Other_Wealth_Growth,TSLA_Diff,TSLA_Returns
2023-09-30,250.22000122070312,147.0,17.0,3090.0,525.3000000000001,131.44056664123534,15.559433358764664,1.118376188998286,0.36121082238928026,-7.8599853515625,-0.030455617484936637
2023-10-31,200.83999633789062,147.0,17.0,3090.0,525.3000000000001,105.50125007629394,41.49874992370606,1.3933484190348073,1.6671119035533333,-49.3800048828125,-0.1973463537763216
2023-11-30,240.0800018310547,147.0,17.0,3090.0,525.3000000000001,126.11402496185303,20.885975038146967,1.1656118345637176,-0.49670833274387605,39.24000549316406,0.19537943740621855
2023-12-31,248.47999572753906,232.0,13.0,3090.0,401.7,99.81441428375246,132.18558571624754,2.324313594031322,5.328916197343844,8.399993896484375,0.03498831153123483
2024-01-31,187.2899932861328,232.0,13.0,3090.0,401.7,75.23439030303956,156.76560969696044,3.083696153654174,0.18595086482029077,-61.19000244140625,-0.24625725810339172
2024-02-29,201.8800048828125,232.0,13.0,3090.0,401.7,81.09519796142578,150.90480203857422,2.8608352384854463,-0.03738579953674537,14.590011596679688,0.07790064669600238
2024-03-31,175.7899932861328,232.0,13.0,3090.0,401.7,70.61484030303956,161.38515969696044,3.2854283746077346,0.06945012694630637,-26.090011596679688,-0.12923524353897475
2024-04-30,183.27999877929688,232.0,13.0,3090.0,401.7,73.62357550964354,158.37642449035644,3.151164533833481,-0.01864319626571387,7.4900054931640625,0.042607689739043275
2024-05-31,178.0800018310547,232.0,13.0,3090.0,401.7,71.53473673553468,160.4652632644653,3.243179615767771,0.013189076472906791,-5.1999969482421875,-0.02837187354253501
2024-06-30,197.8800048828125,232.0,13.0,3090.0,401.7,79.48839796142579,152.5116020385742,2.918664936643775,-0.049566249193649714,19.800003051757812,0.11118599982126098
2024-07-31,232.07000732421875,232.0,13.0,3090.0,401.7,93.22252194213867,138.77747805786134,2.488668995073934,-0.09005297824646252,34.19000244140625,0.17278149180183244
2024-08-31,214.11000061035156,232.0,13.0,3090.0,401.7,86.00798724517823,145.99201275482176,2.697423895511592,0.051986351084665205,-17.960006713867188,-0.07739046902676983
2024-09-30,261.6300048828125,232.0,13.0,3090.0,401.7,105.09677296142578,126.90322703857422,2.2074892830929467,-0.1307522607302165,47.52000427246094,0.22194201175563166
2024-10-31,249.85000610351562,232.0,13.0,3090.0,401.7,100.36474745178222,131.63525254821778,2.3115686123901096,0.037288456882228704,-11.779998779296875,-0.045025412068364634
2024-11-30,345.1600036621094,232.0,13.0,3090.0,401.7,138.65077347106936,93.34922652893064,1.6732687037509295,-0.2908493376822674,95.30999755859375,0.3814688622385134
2024-12-31,403.8399963378906,400.0,12.9,3090.0,398.61,160.9746609402466,239.0253390597534,2.4848631310270566,1.560549754375041,58.67999267578125,0.17000808915631316
2025-01-31,404.6000061035156,400.0,12.9,3216.5,414.9285,167.8800736325226,232.1199263674774,2.3826532318276867,-0.028889877196449643,0.760009765625,0.0018819576379678349
2025-02-28,292.9800109863281,400.0,12.9,3216.5,414.9285,121.56575648854064,278.4342435114594,3.290400286676996,0.19952753677278068,-111.6199951171875,-0.2758773935575025
2025-03-31,259.1600036621094,400.0,12.9,3216.5,414.9285,107.53287157951357,292.46712842048646,3.719792786378126,0.05039927823550738,-33.82000732421875,-0.11543452131892018
2025-04-30,282.1600036621094,400.0,12.9,3216.5,414.9285,117.07622707951356,282.92377292048644,3.416577472455922,-0.032630523476400164,23.0,0.08874826236685496
2025-05-31,346.4599914550781,400.0,12.9,3216.5,414.9285,143.7561245644684,256.2438754355316,2.7824901458067433,-0.09430065635542406,64.29998779296875,0.2278848417863253
2025-06-30,317.6600036621094,400.0,12.9,3216.5,414.9285,131.80618882951356,268.19381117048647,3.0347588649072104,0.046635010162267676,-28.79998779296875,-0.08312644606383923
2025-07-31,308.2699890136719,400.0,12.9,3216.5,414.9285,127.91000413645935,272.08999586354065,3.127198710534514,0.014527496648971683,-9.3900146484375,-0.02955995259140498
2025-08-31,333.8699951171875,400.0,12.9,3216.5,414.9285,138.53217626898194,261.46782373101803,2.8874158392151243,-0.039039186644149515,25.600006103515625,0.08304410748975077
2025-09-30,444.7200012207031,400.0,12.9,3216.5,414.9285,184.52700302650453,215.47299697349547,2.1677044196211543,-0.1759100837005444,110.85000610351562,0.33201547825406585
2025-10-31,456.55999755859375,400.0,12.9,3216.5,414.9285,189.43975494699097,210.56024505300903,2.111489217835654,-0.022799849584357657,11.839996337890625,0.026623485126352042
2025-11-30,395.2300109863281,500.0,12.8,3330.0,426.24,168.46283988281252,331.53716011718745,2.96801360079062,0.5745477501402139,-61.329986572265625,-0.1343306178820336
